word
서먹하다
당혹하다
영광스럽다
샘나다
감명받다
곤혹스럽다
달가워하다
씁쓸하다
안쓰럽다
편안하다
의기소침하다
멋쩍다
성나다
한심스럽다
향수 느끼다
그립다
신나다
섭섭하다
흥나다
애처롭다
가증스럽다
야속하다
낙이 없다
낯간지럽다
도취하다
체념하다
싫증나다
희희낙락하다
애달프다
슬프다
흡족하다
소외감을 느낀다
수치스럽다
동경하다
설레다
원망하다
지긋지긋하다
지루하다
끔찍하다
희열을 느끼다
감동하다
시큰둥하다
기죽다
겁나다
긍지를 느끼다
쑥스럽다
질리다
무섭다
쾌감을 느끼다
안도하다
흥겹다
이뻐하다
애정을 느끼다
담담하다
시기하다
화나다
갈등하다
뿌듯하다
아찔하다
격분하다
고독하다
언짢다
황홀하다
속상하다
무료하다
정감있다
사무치다
감탄하다
교감하다
선호하다
신경질나다
착잡하다
어이없다
우습다
참담하다
홀가분하다
살맛나다
열망하다
어처구니없다
정답다
서글프다
애지중지하다
후련하다
상쾌하다
막막하다
고립감을 느낀다
속시원하다
애틋하다
분노하다
열정을 갖다
기겁하다
조마조마하다
우울하다
좌절하다
흠모하다
순정을 느끼다
아쉽다
신바람나다
싫다
불편하다
부럽다
긴장하다
자만하다
사모하다
흥미롭다
얄밉다
갈망하다
기막히다
불행하다
역겹다
조바심나다
울적하다
싱숭생숭하다
공감하다
무력감을 느끼다
증오하다
즐겁다
유감스럽다
좋다
허무하다
공포를 느낀다
걱정하다
허탈하다
성취감 느끼다
뜨끔하다
매료되다
경쾌하다
약오르다
기쁘다
측은하다
행복하다
지겹다
억울하다
한맺히다
미안하다
낯뜨겁다
망설이다
서러워하다
충격받다
황당하다
괘씸하다
재미있다
치욕스럽다
당황하다
통쾌하다
암담하다
창피하다
민망하다
열광하다
안락하다
고민하다
염려하다
혐오하다
외롭다
소름끼치다
아련하다
의기양양하다
경멸하다
충족감을 느끼다
우쭐하다
뭉클하다
짝사랑하다
속타다
절박하다
초조하다
토라지다
비참하다
환멸을 느끼다
흐뭇하다
상큼하다
후회하다
분개하다
평안하다
처량하다
희망을 느끼다
들뜨다
무덤덤하다
시무룩하다
따분하다
평화롭다
실망하다
감미롭다
평온하다
무시무시하다
흥분하다
사랑하다
상실감 느끼다
감격하다
불쌍하다
편하다
반갑다
가엾다
비장하다
안타깝다
꺼림직하다
신명나다
무안하다
낙이 있다
안정되다
죄책감 들다
귀찮다
짜증나다
흥미진진하다
시원섭섭하다
보람차다
성내다
눈물겹다
죄송스럽다
뉘우치다
놀라다
불만이다
고맙다
반하다
식상하다
서운하다
아니꼽다
놀랍다
거부감 느낀다
섬뜩하다
발끈하다
심심하다
동정하다
원통하다
사랑스럽다
다행스럽다
정겹다
쓸쓸하다
자랑스럽다
심란하다
절망하다
질투하다
서럽다
처참하다
두렵다
반감을 갖다
애타다
괴롭다
의심하다
덤덤하다
만족하다
분하다
불쾌하다
연민을 느끼다
답답하다
불안하다
맥빠지다
온정을 느끼다
주눅들다
허전하다
맘놓다
찡하다
호감갖다
자신만만하다
유쾌하다
어쩔 줄 모르다
부끄럽다
열등감을 느끼다
안심하다
환희를 느끼다
밉다
즐기다
배신감을 느낀다
동감하다
자부하다
떳떳하다
