word
가련하다
가소롭다
가엾다
가증스럽다
가책되다
간곡하다
간절하다
감개무량하다
감격스럽다
감동되다
감동받다
감사하다
감질나다
감탄스럽다
갑갑하다
같잖다
개운하다
개탄스럽다
갸륵하다
거리끼다
거북스럽다
거북하다
거슬리다
거추장스럽다
걱정되다
걱정스럽다
겁나다
겁먹다
격앙되다
격하다
겸연쩍다
계면쩍다
겹다
경멸스럽다
경악스럽다
경이롭다
고깝다
고독하다
고맙다
고민스럽다
고적하다
고통받다
고통스럽다
곤란하다
곤혹스럽다
골나다
공감하다
공포스럽다
공허하다
괘씸하다
괜찮다
괜찮아지다
괴롭다
구슬프다
굴욕스럽다
궁금하다
궁금해지다
궁상스럽다
권태롭다
귀찮다
그리다
그리워지다
그립다
근심되다
근심스럽다
기고만장하다
기껍다
기대되다
기막히다
기쁘다
기죽다
기차다
긴장되다
꺼리다
꺼림칙스러워지다
꺼림칙하다
께름칙하다
꺼림하다
께름하다
끌리다
끔찍스럽다
끔찍하다
나빠지다
나쁘다
낙심되다
난감하다
난처하다
남부끄럽다
남부럽다
낭패되다
낭패스럽다
낯간지럽다
낯뜨겁다
낯설다
낯익다
내키다
냉담하다
노엽다
놀라다
놀라지다
놀랍다
눈물겹다
뉘우치다
느긋하다
다정스럽다
다정하다
다행스럽다
달갑다
달갑잖다
달뜨다
들뜨다
담담하다
답답스럽다
답답하다
답답해지다
당당하다
당혹스럽다
당황스럽다
대견스럽다
대견하다
대견해지다
덤덤하다
덧없다
도취되다
동감하다
동요되다
두근거리다
두근대다
두려워지다
두렵다
뒤숭숭하다
든든하다
따분하다
딱하다
떠름하다
떨떠름하다
떳떳하다
뜨끔하다
뜨악하다
마땅찮다
마땅하다
막막하다
막막해지다
만족되다
만족스럽다
맘놓다
망설여지다
망설이다
망신스럽다
망연하다
매료당하다
매료되다
매정스럽다
매정하다
매혹당하다
매혹되다
맥빠지다
머쓱하다
머쓱해지다
멋쩍다
멍하다
면목없다
모멸스럽다
모욕당하다
모욕되다
모욕스럽다
못마땅하다
무감동하다
무덤덤하다
무료하다
무색하다
무색해지다
무서워지다
무섭다
무시무시하다
무심스럽다
무심하다
무안스럽다
무안하다
무정스럽다
무정하다
물리다
미덥다
미쁘다
미심쩍다
미안스럽다
미안쩍다
미안하다
미워지다
민망스럽다
민망하다
믿음직스럽다
믿음직하다
밉다
밉살맞다
밉살스럽다
바라다
반갑다
반기다
반하다
버겁다
벅차다
벅차오르다
번거롭다
보람되다
보람차다
부끄러워지다
부끄럽다
부담스럽다
부럽다
북받치다
분하다
불만스럽다
불만족스럽다
불만족하다
불쌍하다
불쌍해지다
불안스럽다
불안정하다
불안하다
불안해지다
불유쾌하다
불쾌스럽다
불쾌하다
불쾌해지다
불편스럽다
불편하다
불행하다
불행해지다
비장하다
비참스럽다
비참하다
비탄스럽다
비통하다
뼈아프다
뼈저리다
뽀로통하다
뾰로통하다
뽀로통해지다
뿌듯하다
삐치다
사랑받다
사랑스럽다
사무치다
삭막하다
상쾌하다
상쾌해지다
새삼스럽다
샐쭉하다
샘나다
서글프다
서러워지다
서럽다
서먹하다
서운하다
설레다
섧다
섭섭하다
성가시다
성나다
성미나다
성질나다
속상하다
솔깃하다
송구스럽다
송구하다
수상쩍다
수상하다
수줍다
수치스럽다
스산스럽다
스산하다
슬퍼지다
슬프다
시달리다
시름겹다
시름없다
시무룩하다
시무룩해지다
시시하다
시원스럽다
시원찮다
시원하다
시원해지다
시큰둥하다
신기하다
신나다
신명나다
신물나다
신바람나다
신비롭다
신비스럽다
신비하다
신통하다
실감나다
실감하다
실망되다
실망스럽다
싫다
싫어지다
심드렁하다
심란스러워지다
심란스럽다
심란하다
심려되다
심려스럽다
심심하다
싱숭생숭하다
쑥스럽다
쓸쓸하다
쓸쓸해지다
씁쓸하다
아깝다
아끼다
아니꼽다
아쉽다
아슬아슬하다
안달복달하다
안되다
안심되다
안심스럽다
안쓰럽다
안정되다
안정하다
안타깝다
암담하다
암담해지다
암울하다
애끊다
애끓다
애달다
애달프다
애련하다
애먹다
애석하다
애쓰다
애잔하다
애절하다
애처롭다
애타다
애통하다
애틋하다
야릇하다
야속스럽다
야속하다
약오르다
얄밉다
어리둥절하다
어리벙벙하다
어색하다
어수선하다
어수선해지다
어이없다
어정쩡하다
어처구니없다
억울하다
언짢다
얼떨떨하다
역겹다
연연하다
열렬하다
염려되다
염려스럽다
영광되다
영광스럽다
영예롭다
외롭다
욕심나다
우려되다
우려스럽다
우스꽝스럽다
우습다
우울하다
울분하다
울적하다
원망스러워지다
원망스럽다
유감스럽다
유쾌하다
음울하다
의기소침하다
의기양양하다
의심나다
의심스러워지다
의심스럽다
의심쩍다
의아스럽다
의아하다
의아해지다
이상스럽다
이상야릇하다
이상하다
이상해지다
자랑스럽다
자신만만하다
자족하다
재미나다
재미스럽다
재미없다
재미있다
저주스럽다
적적하다
절실하다
절절하다
정겹다
정답다
정들다
정떨어지다
조마조마하다
조바심치다
존경스럽다
좋다
좋아지다
좌절되다
죄송스럽다
죄송하다
죄스럽다
즐거워지다
즐겁다
즐기다
증오스럽다
지겨워지다
지겹다
지긋지긋하다
지루하다
지치다
진력나다
진저리나다
진저리치다
진정되다
질리다
징그럽다
짜증나다
짜증스러워지다
짜증스럽다
찡하다
찡해지다
착잡하다
참담하다
창피당하다
창피스럽다
창피하다
처량하다
처연하다
처절하다
처참하다
청승맞다
초조하다
충족되다
충족하다
측은하다
치밀다
치받치다
치사스럽다
치사하다
치욕스럽다
친근하다
친근해지다
친숙하다
친하다
친해지다
침울하다
침통하다
켕기다
쾌적하다
탐나다
탐욕스럽다
탐혹되다
태평스럽다
태평하다
토라지다
통감하다
통분하다
통쾌하다
편안하다
편하다
편해지다
평안하다
평온하다
평화로워지다
평화롭다
평화스럽다
폐스럽다
한스럽다
한심스럽다
한심하다
한탄스럽다
행복스럽다
행복하다
행복해지다
허망스럽다
허망하다
허무하다
허전하다
허탈하다
혐오스럽다
혹하다
혼란되다
혼란스럽다
혼란하다
혼란해지다
홀가분하다
화나다
환멸스럽다
활기차다
황공스럽다
황공하다
황당하다
황송스럽다
황송하다
황홀하다
후련하다
후회되다
후회스럽다
흐뭇하다
흔쾌하다
흡족스럽다
흡족하다
흥겹다
흥미롭다
흥미진진하다
흥분되다
힘겹다
힘들다
힘들어지다
힘들잖다
